Store Name,Address,Street,City,State,Zip,Country,Duration,Distance,DateTime,Points Earned,Fare,Promotion,Boost,Tip,Your Earnings,Customer 1 Price,Customer 1 Tip,Customer 1 Service Fee,Customer 2 Price,Customer 2 Tip,Customer 2 Service Fee,Customer 3 Price,Customer 3 Tip,Customer 3 Service Fee,Customer 4 Price,Customer 4 Tip,Customer 4 Service Fee,Customer 5 Price,Customer 5 Tip,Customer 5 Service Fee,Customer 6 Price,Customer 6 Tip,Customer 6 Service Fee,Customer 7 Price,Customer 7 Tip,Customer 7 Service Fee,Customer 8 Price,Customer 8 Tip,Customer 8 Service Fee,Customer 9 Price,Customer 9 Tip,Customer 9 Service Fee,Customer 10 Price,Customer 10 Tip,Customer 10 Service Fee,Customer Payments Total,Service Fee Total
Aladdin Mediterranean Restaurant,"Mission Bay Dr, San Diego, CA 92109, US",Mission Bay Dr,San Diego,CA,92109,US,00:42:16,8.3,06/16/2023 19:03:00,12,9.03,0,0,26.11,35.14,13.74,20.1,9.72,10.21,6.01,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.06,14.920000000000002
Bei Yuan Tea & Boba (Clairemont Mesa),"Sydney Ct, San Diego, CA 92122-1600, US",Sydney Ct,San Diego,CA,92122,US,00:21:54,5.8,06/16/2023 18:30:00,6,7.12,0,0,5.39,12.51,13.53,5.39,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.919999999999998,6.41
Carl's Jr. (9355 Clairemont Mesa Blvd),"Spectrum Center Blvd, San Diego, CA 92123, USA",Spectrum Center Blvd,San Diego,CA,92123,USA,00:16:18,3.8,08/06/2023 19:26:00,6,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woomiok,"Ariva Ct, San Diego, CA 92123-2232, US",Ariva Ct,San Diego,CA,92123,US,00:21:52,3.3,08/03/2023 18:12:00,6,7.03,0,0,0,7.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonchon Chicken (4690 Convoy St),"Grossmont Blvd, La Mesa, CA 91941-4005, US",Grossmont Blvd,La Mesa,CA,91941,US,01:29:00,14.7,06/16/2023 16:38:00,12,11.56,0,0,11.51,23.07,7.35,6.09,5.01,17.31,5.42,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.169999999999995,13.1
Ma's House (San Diego),"Violet St, La Mesa, CA 91941-7541, US",Violet St,La Mesa,CA,91941,US,00:34:22,14.2,06/12/2023 17:21:00,6,12.07,0,0,8.45,20.52,25.55,8.45,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13.48
Anjappar,"Shoshoni Ave, San Diego, CA 92117-2937, US",Shoshoni Ave,San Diego,CA,92117,US,00:36:07,12.7,06/25/2023 19:46:00,12,11.5,0,0,9,20.5,20.36,3,12.26,10.48,6,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.84,19.34
Tajima Convoy,"Aldabra Ct, San Diego, CA 92129-2102, US",Aldabra Ct,San Diego,CA,92129,US,00:28:51,14.1,06/25/2023 18:44:00,6,8.43,0,0,10,18.43,22.26,10,13.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.260000000000005,13.83
sizzling pot king,"Bayfront Ct, San Diego, CA 92101, US",Bayfront Ct,San Diego,CA,92101,US,00:26:20,10.9,06/25/2023 18:00:00,6,8.05,0,0,15.06,23.11,24.89,15.06,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.95,16.84
The Taco Stand (Convoy St),"Sydney Ct, San Diego, CA 92122-1600, US",Sydney Ct,San Diego,CA,92122,US,00:38:27,9.4,06/25/2023 17:02:00,12,10.06,0,0,4,14.06,13.63,2,8.98,12.55,2,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.18,16.12
Filippi's Pizza Restaurant and Bar,"Verda Ln, San Diego, CA 92130, US",Verda Ln,San Diego,CA,92130,US,00:29:52,15,06/24/2023 21:02:00,1,10.14,0,0,5.9,16.04,17.63,5.9,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,7.49
Chick-fil-A (5955 Balboa Ave),"Kearny Mesa Rd, San Diego, CA 92111, US",Kearny Mesa Rd,San Diego,CA,92111,US,00:23:52,4.4,06/24/2023 20:42:00,6,5.13,0,0,6.57,11.7,10.84,6.57,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41,5.71
Sushi Kuchi,"Mission Blvd, San Diego, CA 92109, US",Mission Blvd,San Diego,CA,92109,US,00:41:56,8.8,06/24/2023 19:31:00,12,10.7,0,0,18.21,28.91,14.03,10.24,5.86,16.89,7.97,14.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.129999999999995,20.22
Sushi Kuchi,"Mission Blvd, San Diego, CA 92109, US",Mission Blvd,San Diego,CA,92109,US,00:41:56,8.8,06/24/2023 19:31:00,12,10.7,0,0,18.21,28.91,14.03,10.24,5.86,16.89,7.97,14.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.129999999999995,20.22
Sushi Kuchi,"Boundary St, San Diego, CA 92116-4307, US",Boundary St,San Diego,CA,92116,US,01:08:00,9.9,08/03/2023 16:59:00,12,9.76,0,0,21.3,31.06,17.09,14.3,9.89,14.98,7,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.370000000000005,22.310000000000002
Urban Bubble,"Caminito Cascara, San Diego, CA 92108, US",Caminito Cascara,San Diego,CA,92108,US,00:20:27,9.1,06/24/2023 18:55:00,6,7.03,0,0,8.04,15.07,15.08,8.04,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.119999999999997,8.05
Sushi Kuchi,"Olney St, San Diego, CA 92109, US",Olney St,San Diego,CA,92109,US,00:37:53,7.7,06/24/2023 17:45:00,12,8.76,0,0,14.32,23.08,10.18,4.33,2.9,9.47,9.99,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.97,10.89
Cali Banh Mi (Convoy St.),"Georgia St, San Diego, CA 92103-4616, US",Georgia St,San Diego,CA,92103,US,00:55:48,10.7,06/23/2023 17:35:00,18,13.38,0,0,16.29,29.67,10.19,6.61,2.81,10.17,2.18,3,8.78,7.5,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.43,13.08
Sushi Kuchi,"Monair Dr, San Diego, CA 92117, US",Monair Dr,San Diego,CA,92117,US,00:18:09,4,06/23/2023 17:07:00,6,5.43,0,0,5,10.43,11.28,5,5.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28,5.85
"CAVA (3722 Paseo Place, Ste 1440)","Caminito Lazanja, San Diego, CA 92127, US",Caminito Lazanja,San Diego,CA,92127,US,00:26:13,7.9,06/22/2023 19:13:00,6,6.26,0,0,8,14.26,15.12,8,8.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.119999999999997,8.86
Shake Shack (Del Mar),"Village Center Loop Rd, San Diego, CA 92130, USA",Village Center Loop Rd,San Diego,CA,92130,USA,00:26:20,3.5,06/22/2023 18:20:00,6,5.44,0,0,7.62,13.06,3.3,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,2.11
Lourdes Mexican Food (Cardiff-By-The-Sea),"Caminito En Flor, Del Mar, CA 92014-3743, US",Caminito En Flor,Del Mar,CA,92014,US,00:39:03,12.4,06/22/2023 17:25:00,6,9.06,0,0,5.99,15.05,17.43,5.99,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.42,8.37
Submarine Crab,"Hwy 101, Solana Beach, CA 92075, USA",Hwy 101,Solana Beach,CA,92075,USA,00:37:27,15.5,06/22/2023 16:42:00,6,11.03,0,0,9.68,20.71,21.67,9.68,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,10.64
CAVA (1652 Camino Del Rio N),"32nd St, San Diego, CA 92102, US",32nd St,San Diego,CA,92102,US,00:19:34,8.7,09/04/2023 20:40:00,6,6.01,0,0,2,8.01,13.98,2,7.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98,7.97
Buffalo Wing Star,"Finch Ln, San Diego, CA 92123-3708, US",Finch Ln,San Diego,CA,92123,US,00:12:27,4,09/04/2023 20:19:00,6,5.54,0,0,1.5,7.04,10.19,1.5,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.69,4.65
GuilTea Cravings,"Clairemont Dr apt 3, San Diego, CA 92117, USA",Clairemont Dr apt 3,San Diego,CA,92117,USA,00:27:51,7.4,08/03/2023 16:13:00,2,7.22,0,0,7.44,14.66,6.79,2,5.09,13.05,5.44,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.28,12.620000000000001
SandBox Pizza,"Mission Center Rd, San Diego, CA 92108, USA",Mission Center Rd,San Diego,CA,92108,USA,00:36:50,10,09/04/2023 19:31:00,6,9.28,0,0,5.77,15.05,18.32,5.77,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09,9.04
Tocaya Modern Mexican (UTC La Jolla),"Bayside Walk, San Diego, CA 92109-7363, US",Bayside Walk,San Diego,CA,92109,US,00:27:08,13.6,09/04/2023 18:52:00,6,7.49,0,0,7.55,15.04,12.02,7.55,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,4.53
True Food Kitchen (Westfield UTC),"Stetson Pl, San Diego, CA 92122-2916, US",Stetson Pl,San Diego,CA,92122,US,00:18:15,2.6,09/04/2023 18:09:00,6,5.08,0,0,10.21,15.29,19.03,10.21,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.240000000000002,13.95
Pear's Thai Cuisine,"Bartel St, San Diego, CA 92123, USA",Bartel St,San Diego,CA,92123,USA,00:15:07,4.2,09/04/2023 17:21:00,6,3.07,0,0,4,7.07,8.59,4,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.59,5.52
Coco Ichibanya Curry House (San Diego),"Ruffin Rd, San Diego, CA 92123-4018, US",Ruffin Rd,San Diego,CA,92123,US,00:15:46,3.4,09/04/2023 17:01:00,6,4.6,0,0,9.34,13.94,13.31,9.34,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.65,8.71
The Poke Co (Mission Valley),"Columbia St, San Diego, CA 92101-1710, US",Columbia St,San Diego,CA,92101,US,00:21:13,6.3,07/31/2023 12:16:00,3,5.58,0,0,5.92,11.5,10.34,5.92,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.259999999999998,4.76
Cargo Cafe - Centerside,"Rio San Diego Dr, San Diego, CA 92108, US",Rio San Diego Dr,San Diego,CA,92108,US,00:18:45,5.6,07/31/2023 11:58:00,3,4.17,0,0,3,7.17,12.13,3,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13,7.96
Quality Liquor Store,"Front St, San Diego, CA 92101-2918, US",Front St,San Diego,CA,92101,US,00:45:30,12.5,08/13/2023 18:33:00,12,16.11,0.41,0.41,10.76,27.28,17.48,2.9,3.84,13.87,7.86,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.11,14.83
McDonald's® (9871 Aero Dr),"Goodstone St, San Diego, CA 92111-6233, US",Goodstone St,San Diego,CA,92111,US,00:29:29,6.3,08/13/2023 18:04:00,12,7.34,0,0,11.16,18.5,15.32,6.13,11.81,9.12,5.03,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.599999999999994,17.1
Sushi Kuchi,"Murphy Canyon Rd, San Diego, CA 92123-4403, US",Murphy Canyon Rd,San Diego,CA,92123,US,00:19:54,3.7,08/13/2023 17:28:00,6,8.17,0,0,18.07,26.24,18.05,18.07,9.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.120000000000005,9.88
facing east,"Hurlbut St, San Diego, CA 92123, US",Hurlbut St,San Diego,CA,92123,US,00:15:41,2.4,08/13/2023 17:14:00,6,3.8,0,0,6.26,10.06,13.31,6.26,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.57,9.51
Little Caesars (1900 Main Street Suite 11),"Hotel Cir N, San Diego, CA 92108, US",Hotel Cir N,San Diego,CA,92108,US,00:26:44,9,08/12/2023 21:03:00,1,6.3,0,0,3,9.3,15.07,3,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07,8.77
Submarine Crab,"Acheson St, San Diego, CA 92111, USA",Acheson St,San Diego,CA,92111,USA,00:52:19,11.5,08/06/2023 18:11:00,12,19.72,0,0,4.88,24.6,16.04,0,8.5,19.11,4.88,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.03,15.43
Paris Baguette (7655 Clairemont Mesa Blvd),"Island Ave, San Diego, CA 92101, USA",Island Ave,San Diego,CA,92101,USA,00:32:59,13.6,08/12/2023 20:37:00,6,9.01,0,0,4,13.01,25.09,4,16.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.09,16.08
Epic Wings- Kearny Mesa (Convoy),"Spectrum Center Blvd, San Diego, CA 92123, US",Spectrum Center Blvd,San Diego,CA,92123,US,00:17:15,3.3,08/12/2023 20:16:00,6,3.37,0,0,5.52,8.89,9.75,5.52,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.27,6.38
Havana Grill - San Diego,"Bellezza Dr, San Diego, CA 92108, US",Bellezza Dr,San Diego,CA,92108,US,00:44:15,9.8,08/12/2023 19:10:00,12,9.99,0,0,26.8,36.79,11.22,11.6,5.65,15.66,15.2,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.68,16.89
Sombrero Mexican - Lake Murray,"Edenvale Ave, La Mesa, CA 91941-5509, US",Edenvale Ave,La Mesa,CA,91941,US,00:32:49,3.5,08/12/2023 18:15:00,12,4.65,0,0,4.23,8.88,8.07,4.23,6.48,11.91,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.21,15.33
Coco Ichibanya Curry House (San Diego),"Baltimore Dr, La Mesa, CA 91942, US",Baltimore Dr,La Mesa,CA,91942,US,00:30:31,11.7,08/12/2023 17:50:00,6,6.57,0,0,6.48,13.05,19.2,6.48,12.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.68,12.63
The Taco Stand (Convoy St),"Balboa Ter, San Diego, CA 92117-5406, US",Balboa Ter,San Diego,CA,92117,US,00:19:00,4.2,08/12/2023 17:08:00,6,4.55,0,0,4.97,9.52,11.74,4.97,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71,7.19
Del Taco (3896 Clairemont Dr | 233),"Pulitzer Pl, San Diego, CA 92122, US",Pulitzer Pl,San Diego,CA,92122,US,00:31:04,5.9,08/11/2023 20:07:00,6,5.01,0,0,5.47,10.48,14.04,5.47,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.509999999999998,9.03
Chick-fil-A (5955 Balboa Ave),"Vista De La Bahia, San Diego, CA 92117, USA",Vista De La Bahia,San Diego,CA,92117,USA,00:20:46,2.8,08/11/2023 19:40:00,6,5.5,0,0,1,6.5,13.36,1,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.36,7.86
Sushi Kuchi,"Pico St, San Diego, CA 92109-3839, US",Pico St,San Diego,CA,92109,US,00:35:28,10.5,08/11/2023 19:01:00,12,12.71,0,0,8.3,21.01,10.45,3,3.45,12.21,5.3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.96,9.95
Luna Grill - Hillcrest,"Westover Pl, San Diego, CA 92102-1324, US",Westover Pl,San Diego,CA,92102,US,00:56:08,7.6,08/11/2023 17:56:00,12,7.89,0,0,18.58,26.47,9.57,7.35,5.81,14.64,11.23,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.790000000000006,16.32
Sushi Kuchi,"Felton St, San Diego, CA 92104-1421, US",Felton St,San Diego,CA,92104,US,00:12:55,6.5,08/06/2023 17:09:00,6,3.9,0,0,7.14,11.04,14.18,7.14,10.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.32,10.28
Panda Express (5407 Balboa Ave Suite 460),"Washington St, San Diego, CA 92103-2233, US",Washington St,San Diego,CA,92103,US,00:33:13,7.2,08/11/2023 17:22:00,12,7.59,0,0,2.28,9.87,12.21,0.28,8.41,11.41,2,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,16.03
Rubio's Coastal Grill (7420 Clairemont Mesa Blvd),"Beagle St, San Diego, CA 92111-4207, US",Beagle St,San Diego,CA,92111,US,00:16:48,3.7,08/11/2023 16:59:00,6,4.09,0,0,13.37,17.46,13.27,13.37,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.64,9.18
Urban Plates (Carlsbad),"Neptune Dr, Carlsbad, CA 92011, US",Neptune Dr,Carlsbad,CA,92011,US,00:46:59,8.1,08/10/2023 20:58:00,7,7.2,0,0,6.34,13.54,9.5,2,4.29,7.19,4.34,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.03,9.49
Oggi's Sports I Brewhouse I Pizza (Encinitas Blvd),"Willowhaven Rd, Encinitas, CA 92024, US",Willowhaven Rd,Encinitas,CA,92024,US,00:16:26,4.6,08/10/2023 20:41:00,6,4.82,0,0,12.13,16.95,17.87,12.13,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13.05
Batch & Box (La Jolla),"Gardena Rd, Encinitas, CA 92024, US",Gardena Rd,Encinitas,CA,92024,US,00:23:49,14.3,08/10/2023 20:12:00,6,9.86,0,0,5.75,15.61,22.76,5.75,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.51,12.9
Gopuff Delivery,"Vista Sorrento Pkwy, San Diego, CA 92130, USA",Vista Sorrento Pkwy,San Diego,CA,92130,USA,00:27:47,14.3,08/10/2023 19:27:00,6,12.28,0,0,4.26,16.54,21.46,4.26,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.72,9.18
The Cake Korner,"Audrey Way, San Diego, CA 92129, US",Audrey Way,San Diego,CA,92129,US,00:24:31,8.7,08/10/2023 19:04:00,6,5.03,0,0,3,8.03,7.85,3,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,2.82
